"","Subject","TrialId","CRESP","RESP","ACC","RT","Block","Stimulus","Condition","CategoryName","NBlocks","LogNBlocks","LogRT"
"1",12,1,"f","f",1,2715,1,"A2","Label","A_Saldie",1,0,7.90654723236804
"2",12,2,"f","f",1,1179,1,"A6","Label","A_Saldie",1,0,7.07242190053737
"3",12,3,"h","h",1,1202,1,"B1","Label","A_Saldie",1,0,7.09174211509515
"4",12,4,"h","h",1,1017,1,"B2","Label","A_Saldie",1,0,6.92461239604856
"5",12,5,"f","f",1,896,1,"A3","Label","A_Saldie",1,0,6.79794041297493
"6",12,6,"f","f",1,668,1,"A4","Label","A_Saldie",1,0,6.50428817353665
"7",12,7,"h","h",1,700,1,"B5","Label","A_Saldie",1,0,6.5510803350434
"8",12,8,"h","h",1,798,1,"B3","Label","A_Saldie",1,0,6.68210859744981
"9",12,9,"h","h",1,708,1,"B4","Label","A_Saldie",1,0,6.56244409369372
"10",12,10,"h","h",1,521,1,"B6","Label","A_Saldie",1,0,6.25575004175337
"11",12,11,"f","f",1,989,1,"A5","Label","A_Saldie",1,0,6.89669433162271
"12",12,12,"f","f",1,669,1,"A1","Label","A_Saldie",1,0,6.50578406012823
"13",12,253,"h","h",1,748,0,"B6","Label","A_Saldie",1,0,6.61740297797448
"14",12,254,"f","f",1,693,0,"A4","Label","A_Saldie",1,0,6.5410299991899
"15",12,255,"f","f",1,535,0,"A3","Label","A_Saldie",1,0,6.28226674689601
"16",12,256,"h","h",1,408,0,"B4","Label","A_Saldie",1,0,6.01126717440416
"17",12,257,"f","f",1,479,0,"TestA2","Label","A_Saldie",1,0,6.17170059741091
"18",12,258,"h","h",1,610,0,"TestB2","Label","A_Saldie",1,0,6.41345895716736
"19",12,259,"f","f",1,553,0,"A5","Label","A_Saldie",1,0,6.31535800152233
"20",12,260,"h","h",1,524,0,"TestB1","Label","A_Saldie",1,0,6.26149168432104
"21",12,261,"h","h",1,528,0,"B3","Label","A_Saldie",1,0,6.26909628370626
"22",12,262,"h","f",0,493,0,"B5","Label","A_Saldie",1,0,6.20050917404269
"23",12,263,"f","f",1,531,0,"TestA1","Label","A_Saldie",1,0,6.27476202124194
"24",12,264,"f","f",1,841,0,"A6","Label","A_Saldie",1,0,6.73459165997295
"25",11,1,"h","f",0,4346,1,"B2","NoLabel","NoName",2,0.693147180559945,8.37701116081637
"26",11,2,"h","h",1,1366,1,"B5","NoLabel","NoName",2,0.693147180559945,7.21964204013074
"27",11,3,"f","h",0,1014,1,"A3","NoLabel","NoName",2,0.693147180559945,6.92165818415113
"28",11,4,"h","h",1,1464,1,"B1","NoLabel","NoName",2,0.693147180559945,7.28892769452126
"29",11,5,"h","h",1,957,1,"B3","NoLabel","NoName",2,0.693147180559945,6.86380339145295
"30",11,6,"h","h",1,704,1,"B4","NoLabel","NoName",2,0.693147180559945,6.55677835615804
"31",11,7,"f","f",1,560,1,"A1","NoLabel","NoName",2,0.693147180559945,6.32793678372919
"32",11,8,"f","f",1,943,1,"A6","NoLabel","NoName",2,0.693147180559945,6.84906628263346
"33",11,9,"h","h",1,784,1,"B6","NoLabel","NoName",2,0.693147180559945,6.66440902035041
"34",11,10,"f","f",1,1654,1,"A2","NoLabel","NoName",2,0.693147180559945,7.41095187558364
"35",11,11,"f","f",1,2006,1,"A5","NoLabel","NoName",2,0.693147180559945,7.60389796852188
"36",11,12,"f","f",1,790,1,"A4","NoLabel","NoName",2,0.693147180559945,6.67203294546107
"37",11,13,"f","f",1,844,2,"A5","NoLabel","NoName",2,0.693147180559945,6.73815249459596
"38",11,14,"f","f",1,631,2,"A4","NoLabel","NoName",2,0.693147180559945,6.44730586254121
"39",11,15,"f","f",1,520,2,"A6","NoLabel","NoName",2,0.693147180559945,6.25382881157547
"40",11,16,"f","f",1,938,2,"A2","NoLabel","NoName",2,0.693147180559945,6.84374994900622
"41",11,17,"h","h",1,2249,2,"B2","NoLabel","NoName",2,0.693147180559945,7.71824095195932
"42",11,18,"h","h",1,848,2,"B5","NoLabel","NoName",2,0.693147180559945,6.7428806357919
"43",11,19,"h","h",1,1058,2,"B4","NoLabel","NoName",2,0.693147180559945,6.96413561241824
"44",11,20,"h","h",1,573,2,"B1","NoLabel","NoName",2,0.693147180559945,6.35088571671474
"45",11,21,"h","h",1,655,2,"B3","NoLabel","NoName",2,0.693147180559945,6.48463523563525
"46",11,22,"h","h",1,714,2,"B6","NoLabel","NoName",2,0.693147180559945,6.57088296233958
"47",11,23,"f","f",1,707,2,"A3","NoLabel","NoName",2,0.693147180559945,6.56103066589657
"48",11,24,"f","f",1,979,2,"A1","NoLabel","NoName",2,0.693147180559945,6.88653164253051
"49",11,253,"h","h",1,996,0,"B6","NoLabel","NoName",2,0.693147180559945,6.9037472575846
"50",11,254,"h","h",1,671,0,"B5","NoLabel","NoName",2,0.693147180559945,6.50876913697168
"51",11,255,"h","h",1,586,0,"B3","NoLabel","NoName",2,0.693147180559945,6.37331978957701
"52",11,256,"h","h",1,667,0,"B4","NoLabel","NoName",2,0.693147180559945,6.50279004591562
"53",11,257,"f","f",1,726,0,"A3","NoLabel","NoName",2,0.693147180559945,6.5875500148248
"54",11,258,"h","h",1,678,0,"TestB1","NoLabel","NoName",2,0.693147180559945,6.5191472879404
"55",11,259,"h","h",1,1889,0,"TestB2","NoLabel","NoName",2,0.693147180559945,7.54380286750151
"56",11,260,"f","f",1,1521,0,"A6","NoLabel","NoName",2,0.693147180559945,7.32712329225929
"57",11,261,"f","f",1,1040,0,"TestA2","NoLabel","NoName",2,0.693147180559945,6.94697599213542
"58",11,262,"f","f",1,742,0,"TestA1","NoLabel","NoName",2,0.693147180559945,6.60934924316738
"59",11,263,"f","f",1,1638,0,"A5","NoLabel","NoName",2,0.693147180559945,7.40123126441302
"60",11,264,"f","f",1,1831,0,"A4","NoLabel","NoName",2,0.693147180559945,7.51261754467451
"61",1,1,"f","h",0,2591,1,"A5","Label","A_Gatoo",2,0.693147180559945,7.85979918056211
"62",1,2,"f","h",0,2186,1,"A6","Label","A_Gatoo",2,0.693147180559945,7.68982866873648
"63",1,3,"f","f",1,1855,1,"A2","Label","A_Gatoo",2,0.693147180559945,7.52563997504154
"64",1,4,"h","h",1,1476,1,"B1","Label","A_Gatoo",2,0.693147180559945,7.29709100516042
"65",1,5,"f","f",1,1038,1,"A3","Label","A_Gatoo",2,0.693147180559945,6.94505106372583
"66",1,6,"h","h",1,828,1,"B5","Label","A_Gatoo",2,0.693147180559945,6.71901315438526
"67",1,7,"f","f",1,1311,1,"A1","Label","A_Gatoo",2,0.693147180559945,7.1785454837637
"68",1,8,"h","h",1,883,1,"B4","Label","A_Gatoo",2,0.693147180559945,6.78332520060396
"69",1,9,"h","h",1,1019,1,"B2","Label","A_Gatoo",2,0.693147180559945,6.92657703322272
"70",1,10,"f","f",1,788,1,"A4","Label","A_Gatoo",2,0.693147180559945,6.66949808985788
"71",1,11,"h","h",1,824,1,"B3","Label","A_Gatoo",2,0.693147180559945,6.71417052990947
"72",1,12,"h","h",1,990,1,"B6","Label","A_Gatoo",2,0.693147180559945,6.89770494312864
"73",1,13,"f","f",1,821,2,"A3","Label","A_Gatoo",2,0.693147180559945,6.71052310945243
"74",1,14,"f","f",1,977,2,"A5","Label","A_Gatoo",2,0.693147180559945,6.88448665204278
"75",1,15,"h","h",1,740,2,"B5","Label","A_Gatoo",2,0.693147180559945,6.60665018619822
"76",1,16,"h","h",1,674,2,"B6","Label","A_Gatoo",2,0.693147180559945,6.51323011091231
"77",1,17,"h","h",1,706,2,"B1","Label","A_Gatoo",2,0.693147180559945,6.55961523749324
"78",1,18,"h","h",1,651,2,"B4","Label","A_Gatoo",2,0.693147180559945,6.47850964220857
"79",1,19,"f","f",1,1082,2,"A1","Label","A_Gatoo",2,0.693147180559945,6.98656645940643
"80",1,20,"h","h",1,670,2,"B3","Label","A_Gatoo",2,0.693147180559945,6.50727771238501
"81",1,21,"h","h",1,1354,2,"B2","Label","A_Gatoo",2,0.693147180559945,7.21081845347222
"82",1,22,"f","f",1,663,2,"A4","Label","A_Gatoo",2,0.693147180559945,6.49677499018586
"83",1,23,"f","f",1,810,2,"A2","Label","A_Gatoo",2,0.693147180559945,6.69703424766648
"84",1,24,"f","f",1,813,2,"A6","Label","A_Gatoo",2,0.693147180559945,6.70073110954781
"85",1,253,"f","f",1,734,0,"A3","Label","A_Gatoo",2,0.693147180559945,6.59850902861452
"86",1,254,"h","h",1,1483,0,"TestB2","Label","A_Gatoo",2,0.693147180559945,7.30182234213793
"87",1,255,"f","f",1,906,0,"A4","Label","A_Gatoo",2,0.693147180559945,6.80903930604298
"88",1,256,"f","f",1,766,0,"TestA1","Label","A_Gatoo",2,0.693147180559945,6.64118216974059
"89",1,257,"f","f",1,755,0,"A5","Label","A_Gatoo",2,0.693147180559945,6.62671774924902
"90",1,258,"h","h",1,722,0,"B5","Label","A_Gatoo",2,0.693147180559945,6.58202513889283
"91",1,259,"h","h",1,1028,0,"B6","Label","A_Gatoo",2,0.693147180559945,6.93537044601511
"92",1,260,"f","f",1,870,0,"A6","Label","A_Gatoo",2,0.693147180559945,6.76849321164863
"93",1,261,"h","h",1,917,0,"TestB1","Label","A_Gatoo",2,0.693147180559945,6.82110747225646
"94",1,262,"f","f",1,1220,0,"TestA2","Label","A_Gatoo",2,0.693147180559945,7.1066061377273
"95",1,263,"h","h",1,1134,0,"B3","Label","A_Gatoo",2,0.693147180559945,7.0335064842877
"96",1,264,"h","h",1,1394,0,"B4","Label","A_Gatoo",2,0.693147180559945,7.23993259132047
"97",10,1,"h","h",1,6613,1,"B1","NoLabel","NoName",2,0.693147180559945,8.79679268767466
"98",10,2,"h","h",1,3353,1,"B6","NoLabel","NoName",2,0.693147180559945,8.11761074646623
"99",10,3,"f","f",1,1984,1,"A6","NoLabel","NoName",2,0.693147180559945,7.59287028784482
"100",10,4,"h","f",0,2368,1,"B3","NoLabel","NoName",2,0.693147180559945,7.7698009960039
"101",10,5,"h","h",1,1496,1,"B4","NoLabel","NoName",2,0.693147180559945,7.31055015853442
"102",10,6,"f","h",0,1103,1,"A5","NoLabel","NoName",2,0.693147180559945,7.0057890192535
"103",10,7,"h","f",0,2636,1,"B2","NoLabel","NoName",2,0.693147180559945,7.8770178956224
"104",10,8,"h","h",1,1562,1,"B5","NoLabel","NoName",2,0.693147180559945,7.35372233039963
"105",10,9,"f","h",0,817,1,"A4","NoLabel","NoName",2,0.693147180559945,6.70563909486
"106",10,10,"f","f",1,1723,1,"A3","NoLabel","NoName",2,0.693147180559945,7.45182223652793
"107",10,11,"f","f",1,1041,1,"A1","NoLabel","NoName",2,0.693147180559945,6.94793706861497
"108",10,12,"f","f",1,567,1,"A2","NoLabel","NoName",2,0.693147180559945,6.34035930372775
"109",10,13,"h","h",1,642,2,"B5","NoLabel","NoName",2,0.693147180559945,6.46458830368996
"110",10,14,"h","h",1,712,2,"B2","NoLabel","NoName",2,0.693147180559945,6.56807791141198
"111",10,15,"f","f",1,659,2,"A2","NoLabel","NoName",2,0.693147180559945,6.49072353450251
"112",10,16,"f","f",1,537,2,"A1","NoLabel","NoName",2,0.693147180559945,6.28599809450886
"113",10,17,"f","f",1,739,2,"A4","NoLabel","NoName",2,0.693147180559945,6.6052979209482
"114",10,18,"h","h",1,823,2,"B1","NoLabel","NoName",2,0.693147180559945,6.71295620067707
"115",10,19,"f","f",1,846,2,"A6","NoLabel","NoName",2,0.693147180559945,6.74051935960622
"116",10,20,"h","h",1,780,2,"B3","NoLabel","NoName",2,0.693147180559945,6.65929391968364
"117",10,21,"h","h",1,683,2,"B4","NoLabel","NoName",2,0.693147180559945,6.52649485957079
"118",10,22,"f","f",1,818,2,"A3","NoLabel","NoName",2,0.693147180559945,6.70686233660275
"119",10,23,"f","f",1,3682,2,"A5","NoLabel","NoName",2,0.693147180559945,8.21121136179302
"120",10,24,"h","h",1,1837,2,"B6","NoLabel","NoName",2,0.693147180559945,7.51588908521513
"121",10,253,"h","h",1,1276,0,"B3","NoLabel","NoName",2,0.693147180559945,7.15148546390474
"122",10,254,"h","h",1,612,0,"TestB1","NoLabel","NoName",2,0.693147180559945,6.41673228251233
"123",10,255,"f","f",1,638,0,"A6","NoLabel","NoName",2,0.693147180559945,6.45833828334479
"124",10,256,"h","h",1,1321,0,"B5","NoLabel","NoName",2,0.693147180559945,7.18614430452233
"125",10,257,"f","f",1,568,0,"A4","NoLabel","NoName",2,0.693147180559945,6.34212141872115
"126",10,258,"h","h",1,568,0,"B4","NoLabel","NoName",2,0.693147180559945,6.34212141872115
"127",10,259,"f","f",1,1335,0,"A5","NoLabel","NoName",2,0.693147180559945,7.19668657083435
"128",10,260,"h","h",1,1257,0,"TestB2","NoLabel","NoName",2,0.693147180559945,7.13648320859025
"129",10,261,"f","f",1,840,0,"A3","NoLabel","NoName",2,0.693147180559945,6.73340189183736
"130",10,262,"f","f",1,599,0,"TestA1","NoLabel","NoName",2,0.693147180559945,6.39526159811545
"131",10,263,"h","h",1,882,0,"B6","NoLabel","NoName",2,0.693147180559945,6.78219205600679
"132",10,264,"f","f",1,591,0,"TestA2","NoLabel","NoName",2,0.693147180559945,6.3818160174061
"133",14,1,"f","f",1,1841,1,"A5","NoLabel","NoName",1,0,7.51806418123308
"134",14,2,"h","h",1,2858,1,"B3","NoLabel","NoName",1,0,7.95787735848981
"135",14,3,"h","h",1,1003,1,"B4","NoLabel","NoName",1,0,6.91075078796194
"136",14,4,"f","f",1,770,1,"A3","NoLabel","NoName",1,0,6.64639051484773
"137",14,5,"f","f",1,689,1,"A6","NoLabel","NoName",1,0,6.53524127101366
"138",14,6,"f","f",1,1861,1,"A2","NoLabel","NoName",1,0,7.52886925664225
"139",14,7,"h","h",1,1045,1,"B1","NoLabel","NoName",1,0,6.95177216439891
"140",14,8,"f","f",1,746,1,"A1","NoLabel","NoName",1,0,6.61472560020376
"141",14,9,"f","f",1,912,1,"A4","NoLabel","NoName",1,0,6.81563999007433
"142",14,10,"h","h",1,802,1,"B6","NoLabel","NoName",1,0,6.68710860786651
"143",14,11,"h","h",1,825,1,"B5","NoLabel","NoName",1,0,6.71538338633468
"144",14,12,"h","h",1,1078,1,"B2","NoLabel","NoName",1,0,6.98286275146894
"145",14,253,"f","f",1,1804,0,"TestA2","NoLabel","NoName",1,0,7.49776170062257
"146",14,254,"f","f",1,661,0,"A6","NoLabel","NoName",1,0,6.49375383985169
"147",14,255,"h","h",1,735,0,"B6","NoLabel","NoName",1,0,6.59987049921284
"148",14,256,"h","h",1,841,0,"B3","NoLabel","NoName",1,0,6.73459165997295
"149",14,257,"f","f",1,955,0,"A5","NoLabel","NoName",1,0,6.86171134048073
"150",14,258,"f","h",0,2341,0,"TestA1","NoLabel","NoName",1,0,7.75833346749091
"151",14,259,"f","f",1,987,0,"A4","NoLabel","NoName",1,0,6.89467003943348
"152",14,260,"h","h",1,831,0,"TestB2","NoLabel","NoName",1,0,6.72262979485545
"153",14,261,"h","h",1,974,0,"B4","NoLabel","NoName",1,0,6.88141130364254
"154",14,262,"h","h",1,874,0,"B5","NoLabel","NoName",1,0,6.77308037565554
"155",14,263,"f","f",1,791,0,"A3","NoLabel","NoName",1,0,6.67329796776765
"156",14,264,"h","h",1,678,0,"TestB1","NoLabel","NoName",1,0,6.5191472879404
"157",13,1,"h","h",1,4546,1,"B6","Label","A_Gatoo",3,1.09861228866811,8.42200300441249
"158",13,2,"h","h",1,1956,1,"B4","Label","A_Gatoo",3,1.09861228866811,7.57865685059476
"159",13,3,"h","f",0,4124,1,"B3","Label","A_Gatoo",3,1.09861228866811,8.32457884513685
"160",13,4,"h","h",1,2011,1,"B1","Label","A_Gatoo",3,1.09861228866811,7.60638738977265
"161",13,5,"f","f",1,1159,1,"A6","Label","A_Gatoo",3,1.09861228866811,7.05531284333975
"162",13,6,"f","h",0,1712,1,"A2","Label","A_Gatoo",3,1.09861228866811,7.44541755670169
"163",13,7,"f","f",1,1593,1,"A1","Label","A_Gatoo",3,1.09861228866811,7.37337430991005
"164",13,8,"f","h",0,1455,1,"A4","Label","A_Gatoo",3,1.09861228866811,7.28276117960559
"165",13,9,"f","f",1,925,1,"A3","Label","A_Gatoo",3,1.09861228866811,6.82979373751242
"166",13,10,"f","h",0,1740,1,"A5","Label","A_Gatoo",3,1.09861228866811,7.46164039220858
"167",13,11,"h","f",0,1014,1,"B2","Label","A_Gatoo",3,1.09861228866811,6.92165818415113
"168",13,12,"h","h",1,791,1,"B5","Label","A_Gatoo",3,1.09861228866811,6.67329796776765
"169",13,13,"h","f",0,1066,2,"B3","Label","A_Gatoo",3,1.09861228866811,6.97166860472579
"170",13,14,"f","h",0,2684,2,"A3","Label","A_Gatoo",3,1.09861228866811,7.89506349809157
"171",13,15,"f","f",1,2353,2,"A6","Label","A_Gatoo",3,1.09861228866811,7.76344638872736
"172",13,16,"h","h",1,1359,2,"B4","Label","A_Gatoo",3,1.09861228866811,7.21450441415114
"173",13,17,"h","h",1,720,2,"B2","Label","A_Gatoo",3,1.09861228866811,6.5792512120101
"174",13,18,"f","f",1,657,2,"A4","Label","A_Gatoo",3,1.09861228866811,6.48768401848461
"175",13,19,"f","f",1,1059,2,"A5","Label","A_Gatoo",3,1.09861228866811,6.96508034560141
"176",13,20,"h","h",1,1040,2,"B6","Label","A_Gatoo",3,1.09861228866811,6.94697599213542
"177",13,21,"h","h",1,647,2,"B5","Label","A_Gatoo",3,1.09861228866811,6.4723462945009
"178",13,22,"f","f",1,975,2,"A2","Label","A_Gatoo",3,1.09861228866811,6.88243747099785
"179",13,23,"f","f",1,1301,2,"A1","Label","A_Gatoo",3,1.09861228866811,7.1708884785125
"180",13,24,"h","h",1,1359,2,"B1","Label","A_Gatoo",3,1.09861228866811,7.21450441415114
"181",13,25,"f","f",1,683,3,"A6","Label","A_Gatoo",3,1.09861228866811,6.52649485957079
"182",13,26,"h","h",1,654,3,"B3","Label","A_Gatoo",3,1.09861228866811,6.4831073514572
"183",13,27,"f","f",1,613,3,"A5","Label","A_Gatoo",3,1.09861228866811,6.41836493593621
"184",13,28,"h","h",1,841,3,"B5","Label","A_Gatoo",3,1.09861228866811,6.73459165997295
"185",13,29,"h","h",1,1109,3,"B1","Label","A_Gatoo",3,1.09861228866811,7.01121398735037
"186",13,30,"h","h",1,848,3,"B2","Label","A_Gatoo",3,1.09861228866811,6.7428806357919
"187",13,31,"f","f",1,1193,3,"A2","Label","A_Gatoo",3,1.09861228866811,7.08422642209792
"188",13,32,"h","h",1,718,3,"B4","Label","A_Gatoo",3,1.09861228866811,6.57646956904822
"189",13,33,"f","f",1,808,3,"A1","Label","A_Gatoo",3,1.09861228866811,6.69456205852109
"190",13,34,"f","f",1,1357,3,"A4","Label","A_Gatoo",3,1.09861228866811,7.21303165983487
"191",13,35,"f","f",1,659,3,"A3","Label","A_Gatoo",3,1.09861228866811,6.49072353450251
"192",13,36,"h","h",1,877,3,"B6","Label","A_Gatoo",3,1.09861228866811,6.77650699237218
"193",13,253,"h","h",1,1415,0,"TestB2","Label","A_Gatoo",3,1.09861228866811,7.25488481007734
"194",13,254,"f","f",1,675,0,"A3","Label","A_Gatoo",3,1.09861228866811,6.51471269087253
"195",13,255,"h","h",1,670,0,"B3","Label","A_Gatoo",3,1.09861228866811,6.50727771238501
"196",13,256,"f","f",1,1142,0,"A5","Label","A_Gatoo",3,1.09861228866811,7.04053639021596
"197",13,257,"h","h",1,720,0,"B5","Label","A_Gatoo",3,1.09861228866811,6.5792512120101
"198",13,258,"f","f",1,665,0,"A4","Label","A_Gatoo",3,1.09861228866811,6.49978704065585
"199",13,259,"f","f",1,908,0,"A6","Label","A_Gatoo",3,1.09861228866811,6.81124437860129
"200",13,260,"f","f",1,760,0,"TestA1","Label","A_Gatoo",3,1.09861228866811,6.63331843328038
"201",13,261,"h","h",1,750,0,"TestB1","Label","A_Gatoo",3,1.09861228866811,6.62007320653036
"202",13,262,"h","h",1,624,0,"B4","Label","A_Gatoo",3,1.09861228866811,6.43615036836943
"203",13,263,"f","f",1,2605,0,"TestA2","Label","A_Gatoo",3,1.09861228866811,7.86518795418747
"204",13,264,"h","h",1,750,0,"B6","Label","A_Gatoo",3,1.09861228866811,6.62007320653036
"205",16,1,"h","h",1,2880,1,"B5","Label","A_Saldie",2,0.693147180559945,7.96554557312999
"206",16,2,"f","f",1,2283,1,"A3","Label","A_Saldie",2,0.693147180559945,7.7332456465298
"207",16,3,"h","f",0,1970,1,"B2","Label","A_Saldie",2,0.693147180559945,7.58578882173203
"208",16,4,"f","h",0,2831,1,"A1","Label","A_Saldie",2,0.693147180559945,7.9483852851119
"209",16,5,"h","h",1,1704,1,"B1","Label","A_Saldie",2,0.693147180559945,7.44073370738926
"210",16,6,"h","f",0,2651,1,"B4","Label","A_Saldie",2,0.693147180559945,7.88269220628903
"211",16,7,"h","h",1,1241,1,"B6","Label","A_Saldie",2,0.693147180559945,7.12367278520461
"212",16,8,"f","h",0,1011,1,"A5","Label","A_Saldie",2,0.693147180559945,6.91869521902047
"213",16,9,"f","f",1,2028,1,"A4","Label","A_Saldie",2,0.693147180559945,7.61480536471107
"214",16,10,"f","f",1,2077,1,"A6","Label","A_Saldie",2,0.693147180559945,7.63867982387611
"215",16,11,"f","f",1,1498,1,"A2","Label","A_Saldie",2,0.693147180559945,7.31188616407716
"216",16,12,"h","h",1,1066,1,"B3","Label","A_Saldie",2,0.693147180559945,6.97166860472579
"217",16,13,"h","h",1,1112,2,"B2","Label","A_Saldie",2,0.693147180559945,7.01391547481053
"218",16,14,"f","f",1,746,2,"A1","Label","A_Saldie",2,0.693147180559945,6.61472560020376
"219",16,15,"f","f",1,967,2,"A2","Label","A_Saldie",2,0.693147180559945,6.87419849545329
"220",16,16,"h","h",1,708,2,"B6","Label","A_Saldie",2,0.693147180559945,6.56244409369372
"221",16,17,"h","h",1,654,2,"B4","Label","A_Saldie",2,0.693147180559945,6.4831073514572
"222",16,18,"f","f",1,1031,2,"A3","Label","A_Saldie",2,0.693147180559945,6.93828448401696
"223",16,19,"f","f",1,803,2,"A4","Label","A_Saldie",2,0.693147180559945,6.68835471394676
"224",16,20,"h","h",1,650,2,"B3","Label","A_Saldie",2,0.693147180559945,6.47697236288968
"225",16,21,"h","h",1,565,2,"B5","Label","A_Saldie",2,0.693147180559945,6.33682573114644
"226",16,22,"f","f",1,1156,2,"A6","Label","A_Saldie",2,0.693147180559945,7.05272104923232
"227",16,23,"h","h",1,642,2,"B1","Label","A_Saldie",2,0.693147180559945,6.46458830368996
"228",16,24,"f","f",1,1074,2,"A5","Label","A_Saldie",2,0.693147180559945,6.97914527506881
"229",16,253,"h","h",1,792,0,"B6","Label","A_Saldie",2,0.693147180559945,6.67456139181443
"230",16,254,"f","f",1,716,0,"A4","Label","A_Saldie",2,0.693147180559945,6.57368016696065
"231",16,255,"h","h",1,671,0,"B4","Label","A_Saldie",2,0.693147180559945,6.50876913697168
"232",16,256,"f","f",1,784,0,"TestA2","Label","A_Saldie",2,0.693147180559945,6.66440902035041
"233",16,257,"f","f",1,879,0,"A3","Label","A_Saldie",2,0.693147180559945,6.77878489768518
"234",16,258,"f","f",1,796,0,"A6","Label","A_Saldie",2,0.693147180559945,6.67959918584438
"235",16,259,"h","h",1,759,0,"TestB2","Label","A_Saldie",2,0.693147180559945,6.63200177739563
"236",16,260,"h","h",1,618,0,"TestB1","Label","A_Saldie",2,0.693147180559945,6.42648845745769
"237",16,261,"f","f",1,806,0,"TestA1","Label","A_Saldie",2,0.693147180559945,6.69208374250663
"238",16,262,"h","h",1,768,0,"B3","Label","A_Saldie",2,0.693147180559945,6.64378973314767
"239",16,263,"h","h",1,764,0,"B5","Label","A_Saldie",2,0.693147180559945,6.63856778916652
"240",16,264,"f","f",1,682,0,"A5","Label","A_Saldie",2,0.693147180559945,6.52502965784346
"241",15,1,"f","f",1,8882,1,"A2","NoLabel","NoName",2,0.693147180559945,9.09178203585205
"242",15,2,"h","f",0,8258,1,"B5","NoLabel","NoName",2,0.693147180559945,9.01893770644604
"243",15,3,"","",0,NA,1,"A1","NoLabel","NoName",2,0.693147180559945,NA
"244",15,4,"h","h",1,2520,1,"B4","NoLabel","NoName",2,0.693147180559945,7.83201418050547
"245",15,5,"h","f",0,2552,1,"B1","NoLabel","NoName",2,0.693147180559945,7.84463264446468
"246",15,6,"f","f",1,2897,1,"A4","NoLabel","NoName",2,0.693147180559945,7.97143099776935
"247",15,7,"f","f",1,2709,1,"A3","NoLabel","NoName",2,0.693147180559945,7.9043348420851
"248",15,8,"h","h",1,2124,1,"B6","NoLabel","NoName",2,0.693147180559945,7.66105638236183
"249",15,9,"h","h",1,4600,1,"B2","NoLabel","NoName",2,0.693147180559945,8.43381158247719
"250",15,10,"f","f",1,5604,1,"A6","NoLabel","NoName",2,0.693147180559945,8.6312359074569
"251",15,11,"h","h",1,2327,1,"B3","NoLabel","NoName",2,0.693147180559945,7.75233516330229
"252",15,12,"f","f",1,2363,1,"A5","NoLabel","NoName",2,0.693147180559945,7.76768727718691
"253",15,13,"h","h",1,4404,2,"B5","NoLabel","NoName",2,0.693147180559945,8.39026849784257
"254",15,14,"h","h",1,1160,2,"B6","NoLabel","NoName",2,0.693147180559945,7.05617528410041
"255",15,15,"f","f",1,3408,2,"A6","NoLabel","NoName",2,0.693147180559945,8.13388088794921
"256",15,16,"f","f",1,1015,2,"A1","NoLabel","NoName",2,0.693147180559945,6.92264389147589
"257",15,17,"h","h",1,1007,2,"B2","NoLabel","NoName",2,0.693147180559945,6.91473089271856
"258",15,18,"f","f",1,1340,2,"A4","NoLabel","NoName",2,0.693147180559945,7.20042489294496
"259",15,19,"f","f",1,1274,2,"A5","NoLabel","NoName",2,0.693147180559945,7.14991683613211
"260",15,20,"h","h",1,1636,2,"B1","NoLabel","NoName",2,0.693147180559945,7.40000951716269
"261",15,21,"h","h",1,720,2,"B3","NoLabel","NoName",2,0.693147180559945,6.5792512120101
"262",15,22,"f","f",1,810,2,"A2","NoLabel","NoName",2,0.693147180559945,6.69703424766648
"263",15,23,"f","f",1,2381,2,"A3","NoLabel","NoName",2,0.693147180559945,7.77527584648686
"264",15,24,"h","h",1,773,2,"B4","NoLabel","NoName",2,0.693147180559945,6.65027904858742
"265",15,253,"h","h",1,1064,0,"B6","NoLabel","NoName",2,0.693147180559945,6.96979066990159
"266",15,254,"f","f",1,904,0,"A5","NoLabel","NoName",2,0.693147180559945,6.80682936039218
"267",15,255,"f","f",1,1389,0,"A6","NoLabel","NoName",2,0.693147180559945,7.23633934275434
"268",15,256,"h","h",1,587,0,"B4","NoLabel","NoName",2,0.693147180559945,6.3750248198281
"269",15,257,"f","f",1,709,0,"A4","NoLabel","NoName",2,0.693147180559945,6.56385552653213
"270",15,258,"h","h",1,851,0,"B5","NoLabel","NoName",2,0.693147180559945,6.74641212857337
"271",15,259,"f","f",1,710,0,"TestA1","NoLabel","NoName",2,0.693147180559945,6.56526497003536
"272",15,260,"f","f",1,890,0,"A3","NoLabel","NoName",2,0.693147180559945,6.79122146272619
"273",15,261,"h","h",1,1623,0,"TestB2","NoLabel","NoName",2,0.693147180559945,7.39203156751459
"274",15,262,"h","h",1,659,0,"TestB1","NoLabel","NoName",2,0.693147180559945,6.49072353450251
"275",15,263,"f","f",1,714,0,"TestA2","NoLabel","NoName",2,0.693147180559945,6.57088296233958
"276",15,264,"h","h",1,646,0,"B3","NoLabel","NoName",2,0.693147180559945,6.4707995037826
"277",17,1,"f","f",1,2912,1,"A1","Label","A_Gatoo",2,0.693147180559945,7.97659540931658
"278",17,2,"h","h",1,1450,1,"B4","Label","A_Gatoo",2,0.693147180559945,7.27931883541462
"279",17,3,"h","h",1,959,1,"B6","Label","A_Gatoo",2,0.693147180559945,6.86589107488344
