ParticipantName	PresentationSequence	MediaName	RecordingTimestamp	StudioEventIndex	GazePointX (ADCSpx)	GazePointY (ADCSpx)	ValidityLeft	ValidityRight	
P72	7	Reg_A1_S2.wmv	114965				4	4	
P72	7	Reg_A1_S2.wmv	114982				4	4	
P72	7	Reg_A1_S2.wmv	114998				4	4	
P72	7	Reg_A1_S2.wmv	115015				4	4	
P72	7	Reg_A1_S2.wmv	115032				4	4	
P72	7	Reg_A1_S2.wmv	115048				4	4	
P72	7	Reg_A1_S2.wmv	115065				4	4	
P72	7	Reg_A1_S2.wmv	115082				4	4	
P72	7	Reg_A1_S2.wmv	115098				4	4	
P72	7	Reg_A1_S2.wmv	115115				4	4	
P72	7	Reg_A1_S2.wmv	115131				4	4	
P72	7	Reg_A1_S2.wmv	115148				4	4	
P72	7	Reg_A1_S2.wmv	115165				4	4	
P72	7	Reg_A1_S2.wmv	115182				4	4	
P72	7	Reg_A1_S2.wmv	115199				4	4	
P72	7	Reg_A1_S2.wmv	115215				4	4	
P72	7	Reg_A1_S2.wmv	115232				4	4	
P72	7	Reg_A1_S2.wmv	115249				4	4	
P72	7	Reg_A1_S2.wmv	115266				4	4	
P72	7	Reg_A1_S2.wmv	115282				4	4	
P72	7	Reg_A1_S2.wmv	115299				4	4	
P72	7	Reg_A1_S2.wmv	115315				4	4	
P72	7	Reg_A1_S2.wmv	115332				4	4	
P72	7	Reg_A1_S2.wmv	115348				4	4	
P72	7	Reg_A1_S2.wmv	115365				4	4	
P72	7	Reg_A1_S2.wmv	115382				4	4	
P72	7	Reg_A1_S2.wmv	115398				4	4	
P72	7	Reg_A1_S2.wmv	115415				4	4	
P72	7	Reg_A1_S2.wmv	115431				4	4	
P72	7	Reg_A1_S2.wmv	115448				4	4	
P72	7	Reg_A1_S2.wmv	115465				4	4	
P72	7	Reg_A1_S2.wmv	115481				4	4	
P72	7	Reg_A1_S2.wmv	115498				4	4	
P72	7	Reg_A1_S2.wmv	115515				4	4	
P72	7	Reg_A1_S2.wmv	115532				4	4	
P72	7	Reg_A1_S2.wmv	115549				4	4	
P72	7	Reg_A1_S2.wmv	115565				4	4	
P72	7	Reg_A1_S2.wmv	115582				4	4	
P72	7	Reg_A1_S2.wmv	115598				4	4	
P72	7	Reg_A1_S2.wmv	115615				4	4	
P72	7	Reg_A1_S2.wmv	115631				4	4	
P72	7	Reg_A1_S2.wmv	115648				4	4	
P72	7	Reg_A1_S2.wmv	115665				4	4	
P72	7	Reg_A1_S2.wmv	115681				4	4	
P72	7	Reg_A1_S2.wmv	115698				4	4	
P72	7	Reg_A1_S2.wmv	115715				4	4	
P72	7	Reg_A1_S2.wmv	115731				4	4	
P72	7	Reg_A1_S2.wmv	115748				4	4	
P72	7	Reg_A1_S2.wmv	115764				4	4	
P72	7	Reg_A1_S2.wmv	115781				4	4	
P72	7	Reg_A1_S2.wmv	115798				4	4	
P72	7	Reg_A1_S2.wmv	115814				4	4	
P72	7	Reg_A1_S2.wmv	115831				4	4	
P72	7	Reg_A1_S2.wmv	115848				4	4	
P72	7	Reg_A1_S2.wmv	115865				4	4	
P72	7	Reg_A1_S2.wmv	115882				4	4	
P72	7	Reg_A1_S2.wmv	115898				4	4	
P72	7	Reg_A1_S2.wmv	115915				4	4	
P72	7	Reg_A1_S2.wmv	115932				4	4	
P72	7	Reg_A1_S2.wmv	115949				4	4	
P72	7	Reg_A1_S2.wmv	115965				4	4	
P72	7	Reg_A1_S2.wmv	115982				4	4	
P72	7	Reg_A1_S2.wmv	115998				4	4	
P72	7	Reg_A1_S2.wmv	116015				4	4	
P72	7	Reg_A1_S2.wmv	116031				4	4	
P72	7	Reg_A1_S2.wmv	116048				4	4	
P72	7	Reg_A1_S2.wmv	116064				4	4	
P72	7	Reg_A1_S2.wmv	116081				4	4	
P72	7	Reg_A1_S2.wmv	116098				4	4	
P72	7	Reg_A1_S2.wmv	116114				4	4	
P72	7	Reg_A1_S2.wmv	116131				4	4	
P72	7	Reg_A1_S2.wmv	116147				4	4	
P72	7	Reg_A1_S2.wmv	116164				4	4	
P72	7	Reg_A1_S2.wmv	116181				4	4	
P72	7	Reg_A1_S2.wmv	116198				4	4	
P72	7	Reg_A1_S2.wmv	116214				4	4	
P72	7	Reg_A1_S2.wmv	116231				4	4	
P72	7	Reg_A1_S2.wmv	116248				4	4	
P72	7	Reg_A1_S2.wmv	116265				4	4	
P72	7	Reg_A1_S2.wmv	116281				4	4	
P72	7	Reg_A1_S2.wmv	116298				4	4	
P72	7	Reg_A1_S2.wmv	116315				4	4	
P72	7	Reg_A1_S2.wmv	116332				4	4	
P72	7	Reg_A1_S2.wmv	116348				4	4	
P72	7	Reg_A1_S2.wmv	116364				4	4	
P72	7	Reg_A1_S2.wmv	116381				4	4	
P72	7	Reg_A1_S2.wmv	116398				4	4	
P72	7	Reg_A1_S2.wmv	116414				4	4	
P72	7	Reg_A1_S2.wmv	116431				4	4	
P72	7	Reg_A1_S2.wmv	116447				4	4	
P72	7	Reg_A1_S2.wmv	116464				4	4	
P72	7	Reg_A1_S2.wmv	116481				4	4	
P72	7	Reg_A1_S2.wmv	116497				4	4	
P72	7	Reg_A1_S2.wmv	116514				4	4	
P72	7	Reg_A1_S2.wmv	116530				4	4	
P72	7	Reg_A1_S2.wmv	116547				4	4	
P72	7	Reg_A1_S2.wmv	116564				4	4	
P72	7	Reg_A1_S2.wmv	116580				4	4	
P72	7	Reg_A1_S2.wmv	116597				4	4	
P72	7	Reg_A1_S2.wmv	116614				4	4	
P72	7	Reg_A1_S2.wmv	116631				4	4	
P72	7	Reg_A1_S2.wmv	116648				4	4	
P72	7	Reg_A1_S2.wmv	116664				4	4	
P72	7	Reg_A1_S2.wmv	116681				4	4	
P72	7	Reg_A1_S2.wmv	116697				4	4	
P72	7	Reg_A1_S2.wmv	116714				4	4	
P72	7	Reg_A1_S2.wmv	116731				4	4	
P72	7	Reg_A1_S2.wmv	116747				4	4	
P72	7	Reg_A1_S2.wmv	116764				4	4	
P72	7	Reg_A1_S2.wmv	116780				4	4	
P72	7	Reg_A1_S2.wmv	116797				4	4	
P72	7	Reg_A1_S2.wmv	116814				4	4	
P72	7	Reg_A1_S2.wmv	116830				4	4	
P72	7	Reg_A1_S2.wmv	116847				4	4	
P72	7	Reg_A1_S2.wmv	116864				4	4	
P72	7	Reg_A1_S2.wmv	116880				4	4	
P72	7	Reg_A1_S2.wmv	116897				4	4	
P72	7	Reg_A1_S2.wmv	116914				4	4	
P72	7	Reg_A1_S2.wmv	116930				4	4	
P72	7	Reg_A1_S2.wmv	116947				4	4	
P72	7	Reg_A1_S2.wmv	116964				4	4	
P72	7	Reg_A1_S2.wmv	116980				4	4	
P72	7	Reg_A1_S2.wmv	116997				4	4	
P72	7	Reg_A1_S2.wmv	117014				4	4	
P72	7	Reg_A1_S2.wmv	117030				4	4	
P72	7	Reg_A1_S2.wmv	117047				4	4	
P72	7	Reg_A1_S2.wmv	117064				4	4	
P72	7	Reg_A1_S2.wmv	117080				4	4	
P72	7	Reg_A1_S2.wmv	117097				4	4	
P72	7	Reg_A1_S2.wmv	117113				4	4	
P72	7	Reg_A1_S2.wmv	117130				4	4	
P72	7	Reg_A1_S2.wmv	117147				4	4	
P72	7	Reg_A1_S2.wmv	117163				4	4	
P72	7	Reg_A1_S2.wmv	117180				4	4	
P72	7	Reg_A1_S2.wmv	117197				4	4	
P72	7	Reg_A1_S2.wmv	117214				4	4	
P72	7	Reg_A1_S2.wmv	117230				4	4	
P72	7	Reg_A1_S2.wmv	117247				4	4	
P72	7	Reg_A1_S2.wmv	117264				4	4	
P72	7	Reg_A1_S2.wmv	117280				4	4	
P72	7	Reg_A1_S2.wmv	117297				4	4	
P72	7	Reg_A1_S2.wmv	117314				4	4	
P72	7	Reg_A1_S2.wmv	117330				4	4	
P72	7	Reg_A1_S2.wmv	117347				4	4	
P72	7	Reg_A1_S2.wmv	117364				4	4	
P72	7	Reg_A1_S2.wmv	117380				4	4	
P72	7	Reg_A1_S2.wmv	117397				4	4	
P72	7	Reg_A1_S2.wmv	117413				4	4	
P72	7	Reg_A1_S2.wmv	117430				4	4	
P72	7	Reg_A1_S2.wmv	117447				4	4	
P72	7	Reg_A1_S2.wmv	117463				4	4	
P72	7	Reg_A1_S2.wmv	117480				4	4	
P72	7	Reg_A1_S2.wmv	117487	30					
P72	7		117497				4	4	
P72	7		117513				4	4	
P72	7		117530				4	4	
P72	7		117547				4	4	
P72	7		117563				4	4	
P72	7		117580		716	622	3	1	
P72	7		117597				4	4	
P72	7		117613				4	4	
P72	7		117630				4	4	
P72	7		117647				4	4	
P72	7		117663				4	4	
P72	7		117680				4	4	
P72	7		117697				4	4	
P72	7		117713				4	4	
P72	7		117730				4	4	
P72	7		117746				4	4	
P72	7		117763				4	4	
P72	7		117780				4	4	
P72	7		117796				4	4	
P72	7		117813				4	4	
P72	7		117830				4	4	
P72	7		117846				4	4	
P72	7		117863				4	4	
P72	7		117880				4	4	
P72	7		117896				4	4	
P72	7		117913				4	4	
P72	7		117930				4	4	
P72	7		117946				4	4	
P72	7		117963				4	4	
P72	7		117979				4	4	
P72	7		117996				4	4	
P72	7		118013				4	4	
P72	7		118030				4	4	
P72	7		118046				4	4	
P72	7		118063				4	4	
P72	7		118080				4	4	
P72	7		118096				4	4	
P72	7		118113				4	4	
P72	7		118130		457	489	3	1	
P72	7		118146		446	485	3	1	
P72	7		118163		457	511	3	1	
P72	7		118179		449	520	3	1	
P72	7		118196		452	514	3	1	
P72	7		118213				4	4	
P72	7		118229		458	500	3	1	
P72	7	Flip_B5_G2.wmv	118233	31					
P72	7	Flip_B5_G2.wmv	118246		435	487	3	1	
P72	7	Flip_B5_G2.wmv	118263				4	4	
P72	7	Flip_B5_G2.wmv	118280		455	505	3	1	
P72	7	Flip_B5_G2.wmv	118296				4	4	
P72	7	Flip_B5_G2.wmv	118313				4	4	
P72	7	Flip_B5_G2.wmv	118330				4	4	
P72	7	Flip_B5_G2.wmv	118346				4	4	
P72	7	Flip_B5_G2.wmv	118363				4	4	
P72	7	Flip_B5_G2.wmv	118380				4	4	
P72	7	Flip_B5_G2.wmv	118396				4	4	
P72	7	Flip_B5_G2.wmv	118413				4	4	
P72	7	Flip_B5_G2.wmv	118430		452	505	3	1	
P72	7	Flip_B5_G2.wmv	118446				4	4	
P72	7	Flip_B5_G2.wmv	118463				4	4	
P72	7	Flip_B5_G2.wmv	118479				4	4	
P72	7	Flip_B5_G2.wmv	118496		457	527	3	1	
P72	7	Flip_B5_G2.wmv	118512		453	505	3	1	
P72	7	Flip_B5_G2.wmv	118530		470	524	3	1	
P72	7	Flip_B5_G2.wmv	118546		477	560	3	1	
P72	7	Flip_B5_G2.wmv	118563		474	533	3	1	
P72	7	Flip_B5_G2.wmv	118579		474	526	3	1	
P72	7	Flip_B5_G2.wmv	118596		470	536	3	1	
P72	7	Flip_B5_G2.wmv	118612		471	543	3	1	
P72	7	Flip_B5_G2.wmv	118630		471	503	3	1	
P72	7	Flip_B5_G2.wmv	118646		479	547	3	1	
P72	7	Flip_B5_G2.wmv	118663		487	518	3	1	
P72	7	Flip_B5_G2.wmv	118679		466	511	3	1	
P72	7	Flip_B5_G2.wmv	118696		425	494	3	1	
P72	7	Flip_B5_G2.wmv	118713		427	546	3	1	
P72	7	Flip_B5_G2.wmv	118730				4	4	
P72	7	Flip_B5_G2.wmv	118746				4	4	
P72	7	Flip_B5_G2.wmv	118763				4	4	
P72	7	Flip_B5_G2.wmv	118780				4	4	
P72	7	Flip_B5_G2.wmv	118796				4	4	
P72	7	Flip_B5_G2.wmv	118813				4	4	
P72	7	Flip_B5_G2.wmv	118829				4	4	
P72	7	Flip_B5_G2.wmv	118846				4	4	
P72	7	Flip_B5_G2.wmv	118862				4	4	
P72	7	Flip_B5_G2.wmv	118879				4	4	
P72	7	Flip_B5_G2.wmv	118896		462	529	3	1	
P72	7	Flip_B5_G2.wmv	118913		485	537	3	1	
P72	7	Flip_B5_G2.wmv	118929		509	553	3	1	
P72	7	Flip_B5_G2.wmv	118946		493	526	3	1	
P72	7	Flip_B5_G2.wmv	118963				4	4	
P72	7	Flip_B5_G2.wmv	118979				4	4	
P72	7	Flip_B5_G2.wmv	118996				4	4	
P72	7	Flip_B5_G2.wmv	119013				4	4	
P72	7	Flip_B5_G2.wmv	119029		476	534	3	1	
P72	7	Flip_B5_G2.wmv	119046				4	4	
P72	7	Flip_B5_G2.wmv	119062				4	4	
P72	7	Flip_B5_G2.wmv	119079				4	4	
P72	7	Flip_B5_G2.wmv	119096				4	4	
P72	7	Flip_B5_G2.wmv	119113				4	4	
P72	7	Flip_B5_G2.wmv	119129				4	4	
P72	7	Flip_B5_G2.wmv	119146				4	4	
P72	7	Flip_B5_G2.wmv	119162				4	4	
P72	7	Flip_B5_G2.wmv	119179		500	582	3	1	
P72	7	Flip_B5_G2.wmv	119196				4	4	
P72	7	Flip_B5_G2.wmv	119213				4	4	
P72	7	Flip_B5_G2.wmv	119229				4	4	
P72	7	Flip_B5_G2.wmv	119246				4	4	
P72	7	Flip_B5_G2.wmv	119262				4	4	
P72	7	Flip_B5_G2.wmv	119279		487	530	3	1	
P72	7	Flip_B5_G2.wmv	119296				4	4	
P72	7	Flip_B5_G2.wmv	119313		441	582	3	1	
P72	7	Flip_B5_G2.wmv	119329				4	4	
P72	7	Flip_B5_G2.wmv	119345		479	531	3	1	
P72	7	Flip_B5_G2.wmv	119362				4	4	
P72	7	Flip_B5_G2.wmv	119379		512	546	3	1	
P72	7	Flip_B5_G2.wmv	119396		474	533	3	1	
P72	7	Flip_B5_G2.wmv	119413		501	573	3	1	
P72	7	Flip_B5_G2.wmv	119429				4	4	
P72	7	Flip_B5_G2.wmv	119445		512	567	3	1	
P72	7	Flip_B5_G2.wmv	119462		500	564	3	1	
P72	7	Flip_B5_G2.wmv	119479				4	4	
P72	7	Flip_B5_G2.wmv	119496				4	4	
P72	7	Flip_B5_G2.wmv	119512				4	4	
P72	7	Flip_B5_G2.wmv	119529				4	4	
P72	7	Flip_B5_G2.wmv	119546				4	4	
P72	7	Flip_B5_G2.wmv	119562				4	4	
P72	7	Flip_B5_G2.wmv	119579		527	540	3	1	
P72	7	Flip_B5_G2.wmv	119595				4	4	
P72	7	Flip_B5_G2.wmv	119612				4	4	
P72	7	Flip_B5_G2.wmv	119629				4	4	
P72	7	Flip_B5_G2.wmv	119646				4	4	
P72	7	Flip_B5_G2.wmv	119662				4	4	
P72	7	Flip_B5_G2.wmv	119679				4	4	
P72	7	Flip_B5_G2.wmv	119695		499	536	3	1	
P72	7	Flip_B5_G2.wmv	119712				4	4	
P72	7	Flip_B5_G2.wmv	119729				4	4	
P72	7	Flip_B5_G2.wmv	119745				4	4	
P72	7	Flip_B5_G2.wmv	119762				4	4	
P72	7	Flip_B5_G2.wmv	119779				4	4	
P72	7	Flip_B5_G2.wmv	119795				4	4	
P72	7	Flip_B5_G2.wmv	119812				4	4	
P72	7	Flip_B5_G2.wmv	119828				4	4	
P72	7	Flip_B5_G2.wmv	119845				4	4	
P72	7	Flip_B5_G2.wmv	119862				4	4	
P72	7	Flip_B5_G2.wmv	119878				4	4	
P72	7	Flip_B5_G2.wmv	119895				4	4	
P72	7	Flip_B5_G2.wmv	119912				4	4	
P72	7	Flip_B5_G2.wmv	119928				4	4	
P72	7	Flip_B5_G2.wmv	119945				4	4	
P72	7	Flip_B5_G2.wmv	119962				4	4	
P72	7	Flip_B5_G2.wmv	119978				4	4	
P72	7	Flip_B5_G2.wmv	119994				4	4	
P72	7	Flip_B5_G2.wmv	120011				4	4	
P72	7	Flip_B5_G2.wmv	120028				4	4	
P72	7	Flip_B5_G2.wmv	120045				4	4	
P72	7	Flip_B5_G2.wmv	120061				4	4	
P72	7	Flip_B5_G2.wmv	120078				4	4	
P72	7	Flip_B5_G2.wmv	120095				4	4	
P72	7	Flip_B5_G2.wmv	120111				4	4	
P72	7	Flip_B5_G2.wmv	120128				4	4	
P72	7	Flip_B5_G2.wmv	120145				4	4	
P72	7	Flip_B5_G2.wmv	120161				4	4	
P72	7	Flip_B5_G2.wmv	120178				4	4	
P72	7	Flip_B5_G2.wmv	120195				4	4	
P72	7	Flip_B5_G2.wmv	120212				4	4	
P72	7	Flip_B5_G2.wmv	120229				4	4	
P72	7	Flip_B5_G2.wmv	120246				4	4	
P72	7	Flip_B5_G2.wmv	120261				4	4	
P72	7	Flip_B5_G2.wmv	120278				4	4	
P72	7	Flip_B5_G2.wmv	120294				4	4	
P72	7	Flip_B5_G2.wmv	120311				4	4	
P72	7	Flip_B5_G2.wmv	120328				4	4	
P72	7	Flip_B5_G2.wmv	120344				4	4	
P72	7	Flip_B5_G2.wmv	120361				4	4	
P72	7	Flip_B5_G2.wmv	120378				4	4	
P72	7	Flip_B5_G2.wmv	120395				4	4	
P72	7	Flip_B5_G2.wmv	120412				4	4	
P72	7	Flip_B5_G2.wmv	120429				4	4	
P72	7	Flip_B5_G2.wmv	120446				4	4	
P72	7	Flip_B5_G2.wmv	120461				4	4	
P72	7	Flip_B5_G2.wmv	120478				4	4	
P72	7	Flip_B5_G2.wmv	120494				4	4	
P72	7	Flip_B5_G2.wmv	120511				4	4	
P72	7	Flip_B5_G2.wmv	120527				4	4	
P72	7	Flip_B5_G2.wmv	120544				4	4	
P72	7	Flip_B5_G2.wmv	120561				4	4	
P72	7	Flip_B5_G2.wmv	120578				4	4	
P72	7	Flip_B5_G2.wmv	120595				4	4	
P72	7	Flip_B5_G2.wmv	120612				4	4	
P72	7	Flip_B5_G2.wmv	120629				4	4	
P72	7	Flip_B5_G2.wmv	120646				4	4	
P72	7	Flip_B5_G2.wmv	120662				4	4	
P72	7	Flip_B5_G2.wmv	120678				4	4	
P72	7	Flip_B5_G2.wmv	120695				4	4	
P72	7	Flip_B5_G2.wmv	120711				4	4	
P72	7	Flip_B5_G2.wmv	120728				4	4	
P72	7	Flip_B5_G2.wmv	120744				4	4	
P72	7	Flip_B5_G2.wmv	120761				4	4	
P72	7	Flip_B5_G2.wmv	120778				4	4	
P72	7	Flip_B5_G2.wmv	120794				4	4	
P72	7	Flip_B5_G2.wmv	120811				4	4	
P72	7	Flip_B5_G2.wmv	120828				4	4	
P72	7	Flip_B5_G2.wmv	120844				4	4	
P72	7	Flip_B5_G2.wmv	120861				4	4	
P72	7	Flip_B5_G2.wmv	120878				4	4	
P72	7	Flip_B5_G2.wmv	120895				4	4	
P72	7	Flip_B5_G2.wmv	120912				4	4	
P72	7	Flip_B5_G2.wmv	120928				4	4	
P72	7	Flip_B5_G2.wmv	120944				4	4	
P72	7	Flip_B5_G2.wmv	120960				4	4	
P72	7	Flip_B5_G2.wmv	120977				4	4	
P72	7	Flip_B5_G2.wmv	120994				4	4	
P72	7	Flip_B5_G2.wmv	121010				4	4	
P72	7	Flip_B5_G2.wmv	121027				4	4	
P72	7	Flip_B5_G2.wmv	121044				4	4	
P72	7	Flip_B5_G2.wmv	121060				4	4	
P72	7	Flip_B5_G2.wmv	121077				4	4	
P72	7	Flip_B5_G2.wmv	121094				4	4	
P72	7	Flip_B5_G2.wmv	121110				4	4	
P72	7	Flip_B5_G2.wmv	121127				4	4	
P72	7	Flip_B5_G2.wmv	121144				4	4	
P72	7	Flip_B5_G2.wmv	121161				4	4	
P72	7	Flip_B5_G2.wmv	121178				4	4	
P72	7	Flip_B5_G2.wmv	121195				4	4	
P72	7	Flip_B5_G2.wmv	121211				4	4	
P72	7	Flip_B5_G2.wmv	121228				4	4	
P72	7	Flip_B5_G2.wmv	121244				4	4	
P72	7	Flip_B5_G2.wmv	121261				4	4	
P72	7	Flip_B5_G2.wmv	121278				4	4	
P72	7	Flip_B5_G2.wmv	121294				4	4	
P72	7	Flip_B5_G2.wmv	121311				4	4	
P72	7	Flip_B5_G2.wmv	121327				4	4	
P72	7	Flip_B5_G2.wmv	121344				4	4	
P72	7	Flip_B5_G2.wmv	121360				4	4	
P72	7	Flip_B5_G2.wmv	121377				4	4	
P72	7	Flip_B5_G2.wmv	121394				4	4	
P72	7	Flip_B5_G2.wmv	121410				4	4	
P72	7	Flip_B5_G2.wmv	121427				4	4	
P72	7	Flip_B5_G2.wmv	121444				4	4	
P72	7	Flip_B5_G2.wmv	121460				4	4	
P72	7	Flip_B5_G2.wmv	121477				4	4	
P72	7	Flip_B5_G2.wmv	121494				4	4	
P72	7	Flip_B5_G2.wmv	121510				4	4	
P72	7	Flip_B5_G2.wmv	121527				4	4	
P72	7	Flip_B5_G2.wmv	121544				4	4	
P72	7	Flip_B5_G2.wmv	121560				4	4	
P72	7	Flip_B5_G2.wmv	121577				4	4	
P72	7	Flip_B5_G2.wmv	121593				4	4	
P72	7	Flip_B5_G2.wmv	121610				4	4	
P72	7	Flip_B5_G2.wmv	121627				4	4	
P72	7	Flip_B5_G2.wmv	121643				4	4	
P72	7	Flip_B5_G2.wmv	121660				4	4	
P72	7	Flip_B5_G2.wmv	121677				4	4	
P72	7	Flip_B5_G2.wmv	121693				4	4	
P72	7	Flip_B5_G2.wmv	121710				4	4	
P72	7	Flip_B5_G2.wmv	121727				4	4	
P72	7	Flip_B5_G2.wmv	121743				4	4	
P72	7	Flip_B5_G2.wmv	121760				4	4	
P72	7	Flip_B5_G2.wmv	121777				4	4	
P72	7	Flip_B5_G2.wmv	121793				4	4	
P72	7	Flip_B5_G2.wmv	121810				4	4	
P72	7	Flip_B5_G2.wmv	121827				4	4	
P72	7	Flip_B5_G2.wmv	121843				4	4	
P72	7	Flip_B5_G2.wmv	121860				4	4	
P72	7	Flip_B5_G2.wmv	121877				4	4	
P72	7	Flip_B5_G2.wmv	121893				4	4	
P72	7	Flip_B5_G2.wmv	121910				4	4	
P72	7	Flip_B5_G2.wmv	121927				4	4	
P72	7	Flip_B5_G2.wmv	121943				4	4	
P72	7	Flip_B5_G2.wmv	121960				4	4	
P72	7	Flip_B5_G2.wmv	121977				4	4	
P72	7	Flip_B5_G2.wmv	121994				4	4	
P72	7	Flip_B5_G2.wmv	122011				4	4	
P72	7	Flip_B5_G2.wmv	122027				4	4	
P72	7	Flip_B5_G2.wmv	122045				4	4	
P72	7	Flip_B5_G2.wmv	122061				4	4	
P72	7	Flip_B5_G2.wmv	122077				4	4	
P72	7	Flip_B5_G2.wmv	122094				4	4	
P72	7	Flip_B5_G2.wmv	122110				4	4	
P72	7	Flip_B5_G2.wmv	122127				4	4	
P72	7	Flip_B5_G2.wmv	122144				4	4	
P72	7	Flip_B5_G2.wmv	122160				4	4	
P72	7	Flip_B5_G2.wmv	122176				4	4	
P72	7	Flip_B5_G2.wmv	122193				4	4	
P72	7	Flip_B5_G2.wmv	122210				4	4	
P72	7	Flip_B5_G2.wmv	122226				4	4	
P72	7	Flip_B5_G2.wmv	122243				4	4	
P72	7	Flip_B5_G2.wmv	122260				4	4	
P72	7	Flip_B5_G2.wmv	122277				4	4	
P72	7	Flip_B5_G2.wmv	122293				4	4	
P72	7	Flip_B5_G2.wmv	122310				4	4	
P72	7	Flip_B5_G2.wmv	122327				4	4	
P72	7	Flip_B5_G2.wmv	122343				4	4	
P72	7	Flip_B5_G2.wmv	122360				4	4	
P72	7	Flip_B5_G2.wmv	122377				4	4	
P72	7	Flip_B5_G2.wmv	122394				4	4	
P72	7	Flip_B5_G2.wmv	122410				4	4	
P72	7	Flip_B5_G2.wmv	122427				4	4	
P72	7	Flip_B5_G2.wmv	122443				4	4	
P72	7	Flip_B5_G2.wmv	122460				4	4	
P72	7	Flip_B5_G2.wmv	122476				4	4	
P72	7	Flip_B5_G2.wmv	122493				4	4	
P72	7	Flip_B5_G2.wmv	122510				4	4	
P72	7	Flip_B5_G2.wmv	122526				4	4	
P72	7	Flip_B5_G2.wmv	122543				4	4	
P72	7	Flip_B5_G2.wmv	122559				4	4	
P72	7	Flip_B5_G2.wmv	122576				4	4	
P72	7	Flip_B5_G2.wmv	122593				4	4	
P72	7	Flip_B5_G2.wmv	122610				4	4	
P72	7	Flip_B5_G2.wmv	122627				4	4	
P72	7	Flip_B5_G2.wmv	122643				4	4	
P72	7	Flip_B5_G2.wmv	122660				4	4	
P72	7	Flip_B5_G2.wmv	122677				4	4	
P72	7	Flip_B5_G2.wmv	122694				4	4	
P72	7	Flip_B5_G2.wmv	122710				4	4	
P72	7	Flip_B5_G2.wmv	122727				4	4	
P72	7	Flip_B5_G2.wmv	122743				4	4	
P72	7	Flip_B5_G2.wmv	122759				4	4	
P72	7	Flip_B5_G2.wmv	122776				4	4	
P72	7	Flip_B5_G2.wmv	122793				4	4	
P72	7	Flip_B5_G2.wmv	122809				4	4	
P72	7	Flip_B5_G2.wmv	122826				4	4	
P72	7	Flip_B5_G2.wmv	122843				4	4	
P72	7	Flip_B5_G2.wmv	122859				4	4	
P72	7	Flip_B5_G2.wmv	122876				4	4	
P72	7	Flip_B5_G2.wmv	122893				4	4	
P72	7	Flip_B5_G2.wmv	122909				4	4	
P72	7	Flip_B5_G2.wmv	122926				4	4	
P72	7	Flip_B5_G2.wmv	122943				4	4	
P72	7	Flip_B5_G2.wmv	122960				4	4	
P72	7	Flip_B5_G2.wmv	122976				4	4	
P72	7	Flip_B5_G2.wmv	122994				4	4	
P72	7	Flip_B5_G2.wmv	123010				4	4	
P72	7	Flip_B5_G2.wmv	123026				4	4	
P72	7	Flip_B5_G2.wmv	123043				4	4	
P72	7	Flip_B5_G2.wmv	123059				4	4	
P72	7	Flip_B5_G2.wmv	123076				4	4	
P72	7	Flip_B5_G2.wmv	123093				4	4	
P72	7	Flip_B5_G2.wmv	123109				4	4	
P72	7	Flip_B5_G2.wmv	123126				4	4	
P72	7	Flip_B5_G2.wmv	123143				4	4	
P72	7	Flip_B5_G2.wmv	123159				4	4	
P72	7	Flip_B5_G2.wmv	123176				4	4	
P72	7	Flip_B5_G2.wmv	123192				4	4	
P72	7	Flip_B5_G2.wmv	123209				4	4	
P72	7	Flip_B5_G2.wmv	123226				4	4	
P72	7	Flip_B5_G2.wmv	123243				4	4	
P72	7	Flip_B5_G2.wmv	123259				4	4	
P72	7	Flip_B5_G2.wmv	123276				4	4	
P72	7	Flip_B5_G2.wmv	123293				4	4	
P72	7	Flip_B5_G2.wmv	123310				4	4	
P72	7	Flip_B5_G2.wmv	123327				4	4	
P72	7	Flip_B5_G2.wmv	123343				4	4	
P72	7	Flip_B5_G2.wmv	123360				4	4	
P72	7	Flip_B5_G2.wmv	123376				4	4	
P72	7	Flip_B5_G2.wmv	123393				4	4	
P72	7	Flip_B5_G2.wmv	123409				4	4	
P72	7	Flip_B5_G2.wmv	123425				4	4	
P72	7	Flip_B5_G2.wmv	123442				4	4	
P72	7	Flip_B5_G2.wmv	123459				4	4	
P72	7	Flip_B5_G2.wmv	123475				4	4	
P72	7	Flip_B5_G2.wmv	123492				4	4	
P72	7	Flip_B5_G2.wmv	123509				4	4	
P72	7	Flip_B5_G2.wmv	123525				4	4	
P72	7	Flip_B5_G2.wmv	123542				4	4	
P72	7	Flip_B5_G2.wmv	123559				4	4	
P72	7	Flip_B5_G2.wmv	123576				4	4	
P72	7	Flip_B5_G2.wmv	123593				4	4	
P72	7	Flip_B5_G2.wmv	123610				4	4	
P72	7	Flip_B5_G2.wmv	123627				4	4	
P72	7	Flip_B5_G2.wmv	123643				4	4	
P72	7	Flip_B5_G2.wmv	123660				4	4	
P72	7	Flip_B5_G2.wmv	123675				4	4	
P72	7	Flip_B5_G2.wmv	123692				4	4	
P72	7	Flip_B5_G2.wmv	123709				4	4	
P72	7	Flip_B5_G2.wmv	123725				4	4	
P72	7	Flip_B5_G2.wmv	123742				4	4	
P72	7	Flip_B5_G2.wmv	123759				4	4	
P72	7	Flip_B5_G2.wmv	123775				4	4	
P72	7	Flip_B5_G2.wmv	123792				4	4	
