ParticipantName	PresentationSequence	MediaName	RecordingTimestamp	StudioEventIndex	GazePointX (ADCSpx)	GazePointY (ADCSpx)	ValidityLeft	ValidityRight	
P74	13	Reg_A4_G1.wmv	73202		1088	634	0	0	
P74	13	Reg_A4_G1.wmv	73218		1088	638	0	0	
P74	13	Reg_A4_G1.wmv	73235		1088	643	0	0	
P74	13	Reg_A4_G1.wmv	73252		1086	644	0	0	
P74	13	Reg_A4_G1.wmv	73268		1093	636	0	0	
P74	13	Reg_A4_G1.wmv	73285		1088	643	0	0	
P74	13	Reg_A4_G1.wmv	73302		1066	639	0	0	
P74	13	Reg_A4_G1.wmv	73318		1092	639	0	0	
P74	13	Reg_A4_G1.wmv	73335		1115	650	0	0	
P74	13	Reg_A4_G1.wmv	73352		1107	651	0	0	
P74	13	Reg_A4_G1.wmv	73368		1108	650	0	0	
P74	13	Reg_A4_G1.wmv	73385		1105	646	0	0	
P74	13	Reg_A4_G1.wmv	73402		1107	656	0	0	
P74	13	Reg_A4_G1.wmv	73418		1105	649	0	0	
P74	13	Reg_A4_G1.wmv	73435		1104	650	0	0	
P74	13	Reg_A4_G1.wmv	73451		1104	645	0	0	
P74	13	Reg_A4_G1.wmv	73468		1105	652	0	0	
P74	13	Reg_A4_G1.wmv	73485		1108	651	0	0	
P74	13	Reg_A4_G1.wmv	73501		1107	656	0	0	
P74	13	Reg_A4_G1.wmv	73518		1102	654	0	0	
P74	13	Reg_A4_G1.wmv	73535		1108	657	0	0	
P74	13	Reg_A4_G1.wmv	73551		1104	658	0	0	
P74	13	Reg_A4_G1.wmv	73568		1106	662	0	0	
P74	13	Reg_A4_G1.wmv	73585		1103	661	0	0	
P74	13	Reg_A4_G1.wmv	73601		1111	662	0	0	
P74	13	Reg_A4_G1.wmv	73618		1105	668	0	0	
P74	13	Reg_A4_G1.wmv	73635		1103	668	0	0	
P74	13	Reg_A4_G1.wmv	73651		1102	662	0	0	
P74	13	Reg_A4_G1.wmv	73668		1101	657	0	0	
P74	13	Reg_A4_G1.wmv	73685		1100	661	0	0	
P74	13	Reg_A4_G1.wmv	73701		1102	664	0	0	
P74	13	Reg_A4_G1.wmv	73718		1104	669	0	0	
P74	13	Reg_A4_G1.wmv	73735		1105	665	0	0	
P74	13	Reg_A4_G1.wmv	73751		1105	663	0	0	
P74	13	Reg_A4_G1.wmv	73768		1106	662	0	0	
P74	13	Reg_A4_G1.wmv	73785		1106	667	0	0	
P74	13	Reg_A4_G1.wmv	73801		1104	669	0	0	
P74	13	Reg_A4_G1.wmv	73818		1113	665	0	0	
P74	13	Reg_A4_G1.wmv	73834		1100	670	0	0	
P74	13	Reg_A4_G1.wmv	73851		1106	668	0	0	
P74	13	Reg_A4_G1.wmv	73868		1103	673	0	0	
P74	13	Reg_A4_G1.wmv	73884		1097	667	0	0	
P74	13	Reg_A4_G1.wmv	73901		976	641	0	0	
P74	13	Reg_A4_G1.wmv	73918		955	634	0	0	
P74	13	Reg_A4_G1.wmv	73934		950	633	0	0	
P74	13	Reg_A4_G1.wmv	73951		952	634	0	0	
P74	13	Reg_A4_G1.wmv	73968		952	631	0	0	
P74	13	Reg_A4_G1.wmv	73984		953	631	0	0	
P74	13	Reg_A4_G1.wmv	74001		953	633	0	0	
P74	13	Reg_A4_G1.wmv	74018		953	630	0	0	
P74	13	Reg_A4_G1.wmv	74034		953	631	0	0	
P74	13	Reg_A4_G1.wmv	74051		953	630	0	0	
P74	13	Reg_A4_G1.wmv	74068		953	627	0	0	
P74	13	Reg_A4_G1.wmv	74084		952	626	0	0	
P74	13	Reg_A4_G1.wmv	74101		974	628	0	0	
P74	13	Reg_A4_G1.wmv	74118		980	625	0	0	
P74	13	Reg_A4_G1.wmv	74134		982	631	0	0	
P74	13	Reg_A4_G1.wmv	74151		988	624	0	0	
P74	13	Reg_A4_G1.wmv	74168		988	622	0	0	
P74	13	Reg_A4_G1.wmv	74184		988	624	0	0	
P74	13	Reg_A4_G1.wmv	74201		988	627	0	0	
P74	13	Reg_A4_G1.wmv	74218		986	623	0	0	
P74	13	Reg_A4_G1.wmv	74234		985	623	0	0	
P74	13	Reg_A4_G1.wmv	74251		988	624	0	0	
P74	13	Reg_A4_G1.wmv	74267		984	623	0	0	
P74	13	Reg_A4_G1.wmv	74284		982	622	0	0	
P74	13	Reg_A4_G1.wmv	74301		984	618	0	0	
P74	13	Reg_A4_G1.wmv	74317		987	623	0	0	
P74	13	Reg_A4_G1.wmv	74334		987	617	0	0	
P74	13	Reg_A4_G1.wmv	74351		986	616	0	0	
P74	13	Reg_A4_G1.wmv	74367		988	623	0	0	
P74	13	Reg_A4_G1.wmv	74384		988	623	0	0	
P74	13	Reg_A4_G1.wmv	74401		988	626	0	0	
P74	13	Reg_A4_G1.wmv	74417		988	625	0	0	
P74	13	Reg_A4_G1.wmv	74434		989	628	0	0	
P74	13	Reg_A4_G1.wmv	74451		988	628	0	0	
P74	13	Reg_A4_G1.wmv	74467		988	626	0	0	
P74	13	Reg_A4_G1.wmv	74484		989	626	0	0	
P74	13	Reg_A4_G1.wmv	74501		989	626	0	0	
P74	13	Reg_A4_G1.wmv	74517		990	625	0	0	
P74	13	Reg_A4_G1.wmv	74534		989	626	0	0	
P74	13	Reg_A4_G1.wmv	74551		990	627	0	0	
P74	13	Reg_A4_G1.wmv	74567		991	625	0	0	
P74	13	Reg_A4_G1.wmv	74584		990	622	0	0	
P74	13	Reg_A4_G1.wmv	74601		1049	623	0	0	
P74	13	Reg_A4_G1.wmv	74617		1072	626	0	0	
P74	13	Reg_A4_G1.wmv	74634		1071	625	0	0	
P74	13	Reg_A4_G1.wmv	74650		1073	627	0	0	
P74	13	Reg_A4_G1.wmv	74667		1073	633	0	0	
P74	13	Reg_A4_G1.wmv	74684		1076	631	0	0	
P74	13	Reg_A4_G1.wmv	74700		1073	633	0	0	
P74	13	Reg_A4_G1.wmv	74717		1071	628	0	0	
P74	13	Reg_A4_G1.wmv	74734		1075	627	0	0	
P74	13	Reg_A4_G1.wmv	74750		1075	628	0	0	
P74	13	Reg_A4_G1.wmv	74767		1076	626	0	0	
P74	13	Reg_A4_G1.wmv	74784		1076	628	0	0	
P74	13	Reg_A4_G1.wmv	74800		1078	630	0	0	
P74	13	Reg_A4_G1.wmv	74817		1079	626	0	0	
P74	13	Reg_A4_G1.wmv	74834		1105	639	0	0	
P74	13	Reg_A4_G1.wmv	74850		1099	636	0	0	
P74	13	Reg_A4_G1.wmv	74867		1105	632	0	0	
P74	13	Reg_A4_G1.wmv	74884		1106	629	0	0	
P74	13	Reg_A4_G1.wmv	74900		1106	635	0	0	
P74	13	Reg_A4_G1.wmv	74917		1132	637	0	0	
P74	13	Reg_A4_G1.wmv	74934		1107	643	0	0	
P74	13	Reg_A4_G1.wmv	74950		1110	639	0	0	
P74	13	Reg_A4_G1.wmv	74967		1110	645	0	0	
P74	13	Reg_A4_G1.wmv	74984		1109	646	0	0	
P74	13	Reg_A4_G1.wmv	75000		1112	643	0	0	
P74	13	Reg_A4_G1.wmv	75017		1112	646	0	0	
P74	13	Reg_A4_G1.wmv	75034		1115	642	0	0	
P74	13	Reg_A4_G1.wmv	75050		1108	643	0	0	
P74	13	Reg_A4_G1.wmv	75067		1110	636	0	0	
P74	13	Reg_A4_G1.wmv	75084		1110	642	0	0	
P74	13	Reg_A4_G1.wmv	75100		1110	638	0	0	
P74	13	Reg_A4_G1.wmv	75117		1128	649	0	0	
P74	13	Reg_A4_G1.wmv	75134		1113	641	0	0	
P74	13	Reg_A4_G1.wmv	75150		1110	645	0	0	
P74	13	Reg_A4_G1.wmv	75167		1109	651	0	0	
P74	13	Reg_A4_G1.wmv	75184		1109	654	0	0	
P74	13	Reg_A4_G1.wmv	75200		1109	649	0	0	
P74	13	Reg_A4_G1.wmv	75217		1107	652	0	0	
P74	13	Reg_A4_G1.wmv	75233		1110	652	0	0	
P74	13	Reg_A4_G1.wmv	75250		1107	653	0	0	
P74	13	Reg_A4_G1.wmv	75267		1127	651	0	0	
P74	13	Reg_A4_G1.wmv	75283		1129	651	0	0	
P74	13	Reg_A4_G1.wmv	75300		1115	650	0	0	
P74	13	Reg_A4_G1.wmv	75317		1113	651	0	0	
P74	13	Reg_A4_G1.wmv	75333		1130	650	0	0	
P74	13	Reg_A4_G1.wmv	75350		1115	647	0	0	
P74	13	Reg_A4_G1.wmv	75367		1110	652	0	0	
P74	13	Reg_A4_G1.wmv	75383		1134	653	0	0	
P74	13	Reg_A4_G1.wmv	75400		1109	650	0	0	
P74	13	Reg_A4_G1.wmv	75417		1113	655	0	0	
P74	13	Reg_A4_G1.wmv	75433		1111	660	0	0	
P74	13	Reg_A4_G1.wmv	75450		1115	654	0	0	
P74	13	Reg_A4_G1.wmv	75467		1112	655	0	0	
P74	13	Reg_A4_G1.wmv	75483		1114	656	0	0	
P74	13	Reg_A4_G1.wmv	75500		1133	651	0	0	
P74	13	Reg_A4_G1.wmv	75517		1115	650	0	0	
P74	13	Reg_A4_G1.wmv	75533		1117	654	0	0	
P74	13	Reg_A4_G1.wmv	75550		1114	651	0	0	
P74	13	Reg_A4_G1.wmv	75567		1115	651	0	0	
P74	13	Reg_A4_G1.wmv	75583		1114	649	0	0	
P74	13	Reg_A4_G1.wmv	75600		1115	652	0	0	
P74	13	Reg_A4_G1.wmv	75617		1133	656	0	0	
P74	13	Reg_A4_G1.wmv	75633		1138	656	0	0	
P74	13	Reg_A4_G1.wmv	75650		1111	657	0	0	
P74	13	Reg_A4_G1.wmv	75666		1112	653	0	0	
P74	13	Reg_A4_G1.wmv	75683		1111	653	0	0	
P74	13	Reg_A4_G1.wmv	75700		1110	658	0	0	
P74	13	Reg_A4_G1.wmv	75716		1113	655	0	0	
P74	13	Reg_A4_G1.wmv	75733		1120	652	0	0	
P74	13	Reg_A4_G1.wmv	75750		1115	654	0	0	
P74	13	Reg_A4_G1.wmv	75766		1120	645	0	0	
P74	13	Reg_A4_G1.wmv	75783		1116	654	0	0	
P74	13	Reg_A4_G1.wmv	75800		1118	655	0	0	
P74	13	Reg_A4_G1.wmv	75816		962	681	0	0	
P74	13	Reg_A4_G1.wmv	75833		792	739	0	0	
P74	13	Reg_A4_G1.wmv	75850		767	736	0	0	
P74	13	Reg_A4_G1.wmv	75866		752	750	0	0	
P74	13	Reg_A4_G1.wmv	75883		752	754	0	0	
P74	13	Reg_A4_G1.wmv	75900		755	747	0	0	
P74	13	Reg_A4_G1.wmv	75916		757	746	0	0	
P74	13	Reg_A4_G1.wmv	75933		762	745	0	0	
P74	13	Reg_A4_G1.wmv	75950		745	751	0	0	
P74	13	Reg_A4_G1.wmv	75966		751	750	0	0	
P74	13	Reg_A4_G1.wmv	75983		755	752	0	0	
P74	13	Reg_A4_G1.wmv	76000		756	745	0	0	
P74	13	Reg_A4_G1.wmv	76016		730	744	0	0	
P74	13	Reg_A4_G1.wmv	76033		599	762	0	0	
P74	13	Reg_A4_G1.wmv	76049		611	753	0	0	
P74	13	Reg_A4_G1.wmv	76066		587	762	0	0	
P74	13	Reg_A4_G1.wmv	76083		597	759	0	0	
P74	13	Reg_A4_G1.wmv	76099		598	764	0	0	
P74	13	Reg_A4_G1.wmv	76116		599	763	0	0	
P74	13	Reg_A4_G1.wmv	76133		598	760	0	0	
P74	13	Reg_A4_G1.wmv	76149		601	758	0	0	
P74	13	Reg_A4_G1.wmv	76166		602	763	0	0	
P74	13	Reg_A4_G1.wmv	76183		597	758	0	0	
P74	13	Reg_A4_G1.wmv	76199		599	766	0	0	
P74	13	Reg_A4_G1.wmv	76216		603	761	0	0	
P74	13	Reg_A4_G1.wmv	76233		600	763	0	0	
P74	13	Reg_A4_G1.wmv	76249		600	761	0	0	
P74	13	Reg_A4_G1.wmv	76266		599	761	0	0	
P74	13	Reg_A4_G1.wmv	76283		601	767	0	0	
P74	13	Reg_A4_G1.wmv	76299		599	764	0	0	
P74	13	Reg_A4_G1.wmv	76316		599	759	0	0	
P74	13	Reg_A4_G1.wmv	76333		598	759	0	0	
P74	13	Reg_A4_G1.wmv	76349		595	759	0	0	
P74	13	Reg_A4_G1.wmv	76366		600	762	0	0	
P74	13	Reg_A4_G1.wmv	76383		596	759	0	0	
P74	13	Reg_A4_G1.wmv	76399		601	759	0	0	
P74	13	Reg_A4_G1.wmv	76416		596	762	0	0	
P74	13	Reg_A4_G1.wmv	76433		600	763	0	0	
P74	13	Reg_A4_G1.wmv	76449		597	758	0	0	
P74	13	Reg_A4_G1.wmv	76466		577	757	0	0	
P74	13	Reg_A4_G1.wmv	76482		570	754	0	0	
P74	13	Reg_A4_G1.wmv	76499		573	759	0	0	
P74	13	Reg_A4_G1.wmv	76516		569	757	0	0	
P74	13	Reg_A4_G1.wmv	76532		573	758	0	0	
P74	13	Reg_A4_G1.wmv	76549		572	757	0	0	
P74	13	Reg_A4_G1.wmv	76566		571	757	0	0	
P74	13	Reg_A4_G1.wmv	76582		571	754	0	0	
P74	13	Reg_A4_G1.wmv	76599		571	755	0	0	
P74	13	Reg_A4_G1.wmv	76616		568	753	0	0	
P74	13	Reg_A4_G1.wmv	76632		572	763	0	0	
P74	13	Reg_A4_G1.wmv	76649		570	756	0	0	
P74	13	Reg_A4_G1.wmv	76666		703	734	0	0	
P74	13	Reg_A4_G1.wmv	76682		933	652	0	0	
P74	13	Reg_A4_G1.wmv	76699		1043	608	0	0	
P74	13	Reg_A4_G1.wmv	76716		1047	600	0	0	
P74	13	Reg_A4_G1.wmv	76732		1055	604	0	0	
P74	13	Reg_A4_G1.wmv	76749		1055	600	0	0	
P74	13	Reg_A4_G1.wmv	76766		1053	607	0	0	
P74	13	Reg_A4_G1.wmv	76782		1055	603	0	0	
P74	13	Reg_A4_G1.wmv	76799		1055	601	0	0	
P74	13	Reg_A4_G1.wmv	76816		1054	601	0	0	
P74	13	Reg_A4_G1.wmv	76832		1055	604	0	0	
P74	13	Reg_A4_G1.wmv	76849		1057	600	0	0	
P74	13	Reg_A4_G1.wmv	76866		1061	603	0	0	
P74	13	Reg_A4_G1.wmv	76882		1058	603	0	0	
P74	13	Reg_A4_G1.wmv	76899		1056	604	0	0	
P74	13	Reg_A4_G1.wmv	76916		1061	605	0	0	
P74	13	Reg_A4_G1.wmv	76932		1062	604	0	0	
P74	13	Reg_A4_G1.wmv	76949		1059	606	0	0	
P74	13	Reg_A4_G1.wmv	76966		1058	610	0	0	
P74	13	Reg_A4_G1.wmv	76982		1061	607	0	0	
P74	13	Reg_A4_G1.wmv	76999		1061	606	0	0	
P74	13	Reg_A4_G1.wmv	77016		1062	610	0	0	
P74	13	Reg_A4_G1.wmv	77032		1065	613	0	0	
P74	13	Reg_A4_G1.wmv	77049		1065	610	0	0	
P74	13	Reg_A4_G1.wmv	77065		1067	609	0	0	
P74	13	Reg_A4_G1.wmv	77082		1063	613	0	0	
P74	13	Reg_A4_G1.wmv	77099		1065	618	0	0	
P74	13	Reg_A4_G1.wmv	77115		1066	620	0	0	
P74	13	Reg_A4_G1.wmv	77132		1072	620	0	0	
P74	13	Reg_A4_G1.wmv	77149		1072	617	0	0	
P74	13	Reg_A4_G1.wmv	77165		1075	621	0	0	
P74	13	Reg_A4_G1.wmv	77175	20					
P74	13		77182		1071	619	0	0	
P74	13		77199		1077	617	0	0	
P74	13		77215		1089	639	0	0	
P74	13		77232		1135	831	0	0	
P74	13		77249		1137	913	0	0	
P74	13		77265		1144	903	0	0	
P74	13		77282		1141	915	0	0	
P74	13		77299		1144	909	0	0	
P74	13		77315		1141	912	0	0	
P74	13		77332		1142	911	0	0	
P74	13		77349		1143	906	0	0	
P74	13		77365		1142	909	0	0	
P74	13		77382		1151	907	0	0	
P74	13		77399		1143	910	0	0	
P74	13		77415		1119	914	0	0	
P74	13		77432		1142	906	0	0	
P74	13		77449		1136	912	0	0	
P74	13		77465		1144	910	0	0	
P74	13		77482		1141	909	0	0	
P74	13		77498		1140	908	0	0	
P74	13		77515		1141	905	0	0	
P74	13	Flip_B6_S1.wmv	77519	21					
P74	13	Flip_B6_S1.wmv	77532		1139	907	0	0	
P74	13	Flip_B6_S1.wmv	77548		1140	904	0	0	
P74	13	Flip_B6_S1.wmv	77565		1138	906	0	0	
P74	13	Flip_B6_S1.wmv	77582		1136	903	0	0	
P74	13	Flip_B6_S1.wmv	77598		1036	886	0	0	
P74	13	Flip_B6_S1.wmv	77615		818	825	0	0	
P74	13	Flip_B6_S1.wmv	77632		751	788	0	0	
P74	13	Flip_B6_S1.wmv	77648		746	782	0	0	
P74	13	Flip_B6_S1.wmv	77665		745	778	0	0	
P74	13	Flip_B6_S1.wmv	77682		745	776	0	0	
P74	13	Flip_B6_S1.wmv	77698		745	782	0	0	
P74	13	Flip_B6_S1.wmv	77715		740	781	0	0	
P74	13	Flip_B6_S1.wmv	77732		745	778	0	0	
P74	13	Flip_B6_S1.wmv	77748		749	786	0	0	
P74	13	Flip_B6_S1.wmv	77765		748	778	0	0	
P74	13	Flip_B6_S1.wmv	77782		746	777	0	0	
P74	13	Flip_B6_S1.wmv	77798		749	781	0	0	
P74	13	Flip_B6_S1.wmv	77815		748	774	0	0	
P74	13	Flip_B6_S1.wmv	77832		751	769	0	0	
P74	13	Flip_B6_S1.wmv	77848		750	774	0	0	
P74	13	Flip_B6_S1.wmv	77865		753	769	0	0	
P74	13	Flip_B6_S1.wmv	77881		755	775	0	0	
P74	13	Flip_B6_S1.wmv	77898		754	771	0	0	
P74	13	Flip_B6_S1.wmv	77915		752	768	0	0	
P74	13	Flip_B6_S1.wmv	77931		759	773	0	0	
P74	13	Flip_B6_S1.wmv	77948		750	769	0	0	
P74	13	Flip_B6_S1.wmv	77965		757	766	0	0	
P74	13	Flip_B6_S1.wmv	77981		760	763	0	0	
P74	13	Flip_B6_S1.wmv	77998		802	612	0	0	
P74	13	Flip_B6_S1.wmv	78015		831	474	0	0	
P74	13	Flip_B6_S1.wmv	78031		821	350	0	0	
P74	13	Flip_B6_S1.wmv	78048		831	337	0	0	
P74	13	Flip_B6_S1.wmv	78065		833	335	0	0	
P74	13	Flip_B6_S1.wmv	78081		833	335	0	0	
P74	13	Flip_B6_S1.wmv	78098		831	339	0	0	
P74	13	Flip_B6_S1.wmv	78115		831	341	0	0	
P74	13	Flip_B6_S1.wmv	78131		832	341	0	0	
P74	13	Flip_B6_S1.wmv	78148		833	344	0	0	
P74	13	Flip_B6_S1.wmv	78165		830	340	0	0	
P74	13	Flip_B6_S1.wmv	78181		834	337	0	0	
P74	13	Flip_B6_S1.wmv	78198		837	341	0	0	
P74	13	Flip_B6_S1.wmv	78215		837	345	0	0	
P74	13	Flip_B6_S1.wmv	78231		837	346	0	0	
P74	13	Flip_B6_S1.wmv	78248		846	350	0	0	
P74	13	Flip_B6_S1.wmv	78265		1026	350	0	0	
P74	13	Flip_B6_S1.wmv	78281		1138	332	0	0	
P74	13	Flip_B6_S1.wmv	78298		1136	334	0	0	
P74	13	Flip_B6_S1.wmv	78314		1145	333	0	0	
P74	13	Flip_B6_S1.wmv	78331		1134	333	0	0	
P74	13	Flip_B6_S1.wmv	78348		1132	334	0	0	
P74	13	Flip_B6_S1.wmv	78364		1121	336	0	0	
P74	13	Flip_B6_S1.wmv	78381		1115	337	0	0	
P74	13	Flip_B6_S1.wmv	78398		1107	333	0	0	
P74	13	Flip_B6_S1.wmv	78414		1091	337	0	0	
P74	13	Flip_B6_S1.wmv	78431		1083	347	0	0	
P74	13	Flip_B6_S1.wmv	78448		1068	346	0	0	
P74	13	Flip_B6_S1.wmv	78464		1059	344	0	0	
P74	13	Flip_B6_S1.wmv	78481		1050	342	0	0	
P74	13	Flip_B6_S1.wmv	78498		1042	347	0	0	
P74	13	Flip_B6_S1.wmv	78514		1034	343	0	0	
P74	13	Flip_B6_S1.wmv	78531		1022	342	0	0	
P74	13	Flip_B6_S1.wmv	78548		1013	350	0	0	
P74	13	Flip_B6_S1.wmv	78564		1005	352	0	0	
P74	13	Flip_B6_S1.wmv	78581		996	353	0	0	
P74	13	Flip_B6_S1.wmv	78598		991	355	0	0	
P74	13	Flip_B6_S1.wmv	78614		981	354	0	0	
P74	13	Flip_B6_S1.wmv	78631		969	352	0	0	
P74	13	Flip_B6_S1.wmv	78648		958	365	0	0	
P74	13	Flip_B6_S1.wmv	78664		956	367	0	0	
P74	13	Flip_B6_S1.wmv	78681		943	371	0	0	
P74	13	Flip_B6_S1.wmv	78698		942	360	0	0	
P74	13	Flip_B6_S1.wmv	78714		937	365	0	0	
P74	13	Flip_B6_S1.wmv	78731		931	365	0	0	
P74	13	Flip_B6_S1.wmv	78748		929	371	0	0	
P74	13	Flip_B6_S1.wmv	78764		928	375	0	0	
P74	13	Flip_B6_S1.wmv	78781		929	377	0	0	
P74	13	Flip_B6_S1.wmv	78798		934	375	0	0	
P74	13	Flip_B6_S1.wmv	78814		937	384	0	0	
P74	13	Flip_B6_S1.wmv	78831		941	391	0	0	
P74	13	Flip_B6_S1.wmv	78848		954	391	0	0	
P74	13	Flip_B6_S1.wmv	78864		914	439	0	0	
P74	13	Flip_B6_S1.wmv	78881		746	612	0	0	
P74	13	Flip_B6_S1.wmv	78897		724	650	0	0	
P74	13	Flip_B6_S1.wmv	78914		716	649	0	0	
P74	13	Flip_B6_S1.wmv	78931		723	656	0	0	
P74	13	Flip_B6_S1.wmv	78947		737	655	0	0	
P74	13	Flip_B6_S1.wmv	78964		740	659	0	0	
P74	13	Flip_B6_S1.wmv	78981		754	657	0	0	
P74	13	Flip_B6_S1.wmv	78997		768	659	0	0	
P74	13	Flip_B6_S1.wmv	79014		778	661	0	0	
P74	13	Flip_B6_S1.wmv	79031		793	656	0	0	
P74	13	Flip_B6_S1.wmv	79047		803	657	0	0	
P74	13	Flip_B6_S1.wmv	79064		811	657	0	0	
P74	13	Flip_B6_S1.wmv	79081		818	653	0	0	
P74	13	Flip_B6_S1.wmv	79097		821	657	0	0	
P74	13	Flip_B6_S1.wmv	79114		819	661	0	0	
P74	13	Flip_B6_S1.wmv	79131		826	658	0	0	
P74	13	Flip_B6_S1.wmv	79147		826	655	0	0	
P74	13	Flip_B6_S1.wmv	79164		828	663	0	0	
P74	13	Flip_B6_S1.wmv	79181		834	657	0	0	
P74	13	Flip_B6_S1.wmv	79197		834	659	0	0	
P74	13	Flip_B6_S1.wmv	79214		836	653	0	0	
P74	13	Flip_B6_S1.wmv	79231		841	660	0	0	
P74	13	Flip_B6_S1.wmv	79247		843	658	0	0	
P74	13	Flip_B6_S1.wmv	79264		845	656	0	0	
P74	13	Flip_B6_S1.wmv	79280		845	652	0	0	
P74	13	Flip_B6_S1.wmv	79297		848	654	0	0	
P74	13	Flip_B6_S1.wmv	79314		849	660	0	0	
P74	13	Flip_B6_S1.wmv	79330		848	653	0	0	
P74	13	Flip_B6_S1.wmv	79347		846	657	0	0	
P74	13	Flip_B6_S1.wmv	79364		844	653	0	0	
P74	13	Flip_B6_S1.wmv	79380		857	660	0	0	
P74	13	Flip_B6_S1.wmv	79397		989	700	0	0	
P74	13	Flip_B6_S1.wmv	79414		1005	694	0	0	
P74	13	Flip_B6_S1.wmv	79430		1014	697	0	0	
P74	13	Flip_B6_S1.wmv	79447		1015	702	0	0	
P74	13	Flip_B6_S1.wmv	79464		1009	699	0	0	
P74	13	Flip_B6_S1.wmv	79480		1016	705	0	0	
P74	13	Flip_B6_S1.wmv	79497		1014	700	0	0	
P74	13	Flip_B6_S1.wmv	79514		1011	705	0	0	
P74	13	Flip_B6_S1.wmv	79530		1014	706	0	0	
P74	13	Flip_B6_S1.wmv	79547		1011	706	0	0	
P74	13	Flip_B6_S1.wmv	79564		1013	708	0	0	
P74	13	Flip_B6_S1.wmv	79580		1017	709	0	0	
P74	13	Flip_B6_S1.wmv	79597		1013	708	0	0	
P74	13	Flip_B6_S1.wmv	79614		1017	706	0	0	
P74	13	Flip_B6_S1.wmv	79630		1017	705	0	0	
P74	13	Flip_B6_S1.wmv	79647		1020	709	0	0	
P74	13	Flip_B6_S1.wmv	79664		1020	710	0	0	
P74	13	Flip_B6_S1.wmv	79680		1016	707	0	0	
P74	13	Flip_B6_S1.wmv	79697		1021	705	0	0	
P74	13	Flip_B6_S1.wmv	79713		1020	713	0	0	
P74	13	Flip_B6_S1.wmv	79730		1023	706	0	0	
P74	13	Flip_B6_S1.wmv	79747		1017	709	0	0	
P74	13	Flip_B6_S1.wmv	79763		1022	711	0	0	
P74	13	Flip_B6_S1.wmv	79780		1020	708	0	0	
P74	13	Flip_B6_S1.wmv	79797		1020	713	0	0	
P74	13	Flip_B6_S1.wmv	79813		1019	713	0	0	
P74	13	Flip_B6_S1.wmv	79830		1017	710	0	0	
P74	13	Flip_B6_S1.wmv	79847		1020	710	0	0	
P74	13	Flip_B6_S1.wmv	79863		1019	712	0	0	
P74	13	Flip_B6_S1.wmv	79880		1018	708	0	0	
P74	13	Flip_B6_S1.wmv	79897		1017	711	0	0	
P74	13	Flip_B6_S1.wmv	79913		1017	707	0	0	
P74	13	Flip_B6_S1.wmv	79930		1019	711	0	0	
P74	13	Flip_B6_S1.wmv	79947		1012	711	0	0	
P74	13	Flip_B6_S1.wmv	79963		1018	711	0	0	
P74	13	Flip_B6_S1.wmv	79980		887	696	0	0	
P74	13	Flip_B6_S1.wmv	79997		661	655	0	0	
P74	13	Flip_B6_S1.wmv	80013		609	642	0	0	
P74	13	Flip_B6_S1.wmv	80030		622	646	0	0	
P74	13	Flip_B6_S1.wmv	80047		615	648	0	0	
P74	13	Flip_B6_S1.wmv	80063		616	645	0	0	
P74	13	Flip_B6_S1.wmv	80080		614	645	0	0	
P74	13	Flip_B6_S1.wmv	80097		616	651	0	0	
P74	13	Flip_B6_S1.wmv	80113		616	644	0	0	
P74	13	Flip_B6_S1.wmv	80130		616	649	0	0	
P74	13	Flip_B6_S1.wmv	80146		618	644	0	0	
P74	13	Flip_B6_S1.wmv	80163		619	643	0	0	
P74	13	Flip_B6_S1.wmv	80180		596	652	0	0	
P74	13	Flip_B6_S1.wmv	80196		617	644	0	0	
P74	13	Flip_B6_S1.wmv	80213		618	645	0	0	
P74	13	Flip_B6_S1.wmv	80230		616	650	0	0	
P74	13	Flip_B6_S1.wmv	80246		617	647	0	0	
P74	13	Flip_B6_S1.wmv	80263		617	650	0	0	
P74	13	Flip_B6_S1.wmv	80280		615	648	0	0	
P74	13	Flip_B6_S1.wmv	80296		614	651	0	0	
P74	13	Flip_B6_S1.wmv	80313		597	652	0	0	
P74	13	Flip_B6_S1.wmv	80330		615	652	0	0	
P74	13	Flip_B6_S1.wmv	80346		618	653	0	0	
P74	13	Flip_B6_S1.wmv	80363		613	651	0	0	
P74	13	Flip_B6_S1.wmv	80380		618	653	0	0	
P74	13	Flip_B6_S1.wmv	80396		618	651	0	0	
P74	13	Flip_B6_S1.wmv	80413		620	654	0	0	
P74	13	Flip_B6_S1.wmv	80430		604	656	0	0	
P74	13	Flip_B6_S1.wmv	80446		619	652	0	0	
P74	13	Flip_B6_S1.wmv	80463		621	655	0	0	
P74	13	Flip_B6_S1.wmv	80480		619	654	0	0	
P74	13	Flip_B6_S1.wmv	80496		623	647	0	0	
P74	13	Flip_B6_S1.wmv	80513		604	654	0	0	
P74	13	Flip_B6_S1.wmv	80530		624	650	0	0	
P74	13	Flip_B6_S1.wmv	80546		625	655	0	0	
P74	13	Flip_B6_S1.wmv	80563		624	653	0	0	
P74	13	Flip_B6_S1.wmv	80580		624	653	0	0	
P74	13	Flip_B6_S1.wmv	80596		626	656	0	0	
P74	13	Flip_B6_S1.wmv	80613		626	651	0	0	
P74	13	Flip_B6_S1.wmv	80630		626	652	0	0	
P74	13	Flip_B6_S1.wmv	80646		625	649	0	0	
P74	13	Flip_B6_S1.wmv	80663		626	653	0	0	
